MonthsActive,AvgOrderValue,NumOrdersLastQuarter,Region,NextMonthSpend
25,128.25,4,West,155.06
39,120.15,6,East,163.4
49,44.59,3,South,60.18
57,139.16,3,West,168.38
21,79.44,4,West,118.59
24,42.18,4,North,100.49
53,19.44,1,North,81.83
42,71.9,3,South,124.07
17,55.29,2,East,96.69
42,64.88,4,East,107.52
10,49.82,3,North,117.08
27,34.55,4,North,115.36
19,46.03,5,West,74.72
60,72.43,3,North,130.11
3,47.38,5,North,106.77
52,47.27,4,South,82.6
17,29.73,4,North,98.4
3,56.63,5,West,102.37
40,35.0,7,East,98.77
41,78.84,3,East,119.17
9,40.71,6,North,111.36
3,48.51,5,South,105.89
7,129.75,6,East,179.98
25,48.3,6,South,101.9
8,45.78,4,East,81.3
43,69.01,8,North,158.28
5,26.73,3,East,61.93
48,90.05,4,East,139.08
53,81.25,7,South,128.82
44,67.34,6,South,128.29
57,14.14,4,North,86.99
57,49.22,8,South,114.3
3,32.81,6,East,89.22
21,85.6,6,North,166.65
46,83.18,4,East,142.18
21,63.76,5,North,145.48
45,33.74,3,North,78.91
47,99.26,11,South,190.97
60,49.16,3,West,106.05
20,112.41,8,North,206.74
21,60.71,5,South,85.13
2,66.87,5,West,90.82
18,45.42,6,North,118.9
17,95.85,5,North,127.94
28,69.64,6,East,137.02
26,97.24,3,South,114.24
52,58.62,3,East,99.87
47,53.58,4,South,93.61
44,69.27,5,South,114.27
1,97.22,4,West,113.29
29,82.0,6,West,108.91
44,57.7,2,North,113.62
15,25.97,1,West,48.9
26,75.5,5,North,146.98
44,30.71,4,East,99.11
48,55.37,2,South,102.88
52,52.13,3,East,98.95
26,30.97,7,East,108.45
24,63.37,5,East,133.75
23,129.25,4,East,160.84
41,48.18,3,West,90.14
26,74.17,7,South,124.87
25,140.09,6,East,181.42
11,77.1,3,West,92.99
29,42.18,4,East,95.24
15,60.03,3,East,103.92
32,66.18,11,West,138.69
54,96.89,8,West,174.99
47,88.73,3,East,134.11
29,18.03,5,West,66.73
59,38.77,3,West,71.75
59,53.09,3,North,104.38
27,36.38,5,East,83.56
46,12.43,7,South,68.52
21,40.84,7,North,116.67
53,54.52,6,South,110.99
23,44.25,7,South,118.07
16,36.64,7,North,137.99
9,55.51,2,North,98.37
51,62.63,6,East,113.77
18,45.27,6,North,110.91
49,94.51,5,South,167.17
6,55.87,7,South,132.17
31,38.53,8,North,128.12
26,34.82,6,North,131.4
27,50.14,5,North,132.29
11,85.23,3,South,118.64
5,39.27,10,West,107.56
21,69.29,7,South,144.72
29,56.7,7,West,129.62
48,121.18,4,North,162.71
28,63.82,4,North,116.19
15,41.29,7,South,102.79
16,73.3,2,North,111.54
37,74.29,5,West,106.52
27,46.58,2,West,57.5
55,34.27,6,South,89.83
27,67.65,4,South,104.68
35,56.0,8,North,153.27
4,29.77,2,North,79.27
12,60.45,8,North,134.98
52,42.32,3,South,93.0
21,29.78,8,South,96.14
26,47.43,7,West,132.07
36,91.21,2,South,129.02
4,88.52,2,West,110.91
31,79.73,3,East,125.94
21,60.81,7,East,139.92
9,69.29,7,South,136.79
26,56.8,7,North,121.28
27,35.09,3,North,100.91
12,38.01,5,South,85.92
33,42.83,4,West,71.6
45,95.64,2,North,140.84
17,83.99,4,South,113.48
58,35.45,6,South,107.82
37,55.78,7,East,117.76
47,46.48,8,West,125.57
5,51.31,5,East,88.96
47,44.06,2,North,84.19
21,95.8,4,North,139.66
43,54.19,5,East,130.72
49,59.53,5,South,116.37
16,59.72,7,East,120.2
16,36.19,4,North,109.79
4,57.02,7,North,145.85
37,83.51,5,West,121.72
47,98.4,3,North,167.11
25,34.5,4,South,81.77
10,29.74,3,South,65.28
19,55.97,1,North,89.64
25,85.09,3,West,123.49
55,63.04,10,North,169.83
8,71.67,4,North,129.14
21,31.69,3,North,78.42
39,43.43,5,East,121.37
15,22.68,8,North,131.05
54,51.57,2,North,111.54
55,22.97,8,West,106.66
23,93.04,6,North,144.95
45,101.69,5,East,146.4
46,57.76,7,North,157.01
41,29.81,3,North,104.3
12,63.45,5,North,124.98
3,114.85,5,West,136.48
21,66.04,3,North,120.81
8,87.71,7,East,149.07
18,44.97,2,South,90.22
39,38.53,5,North,106.99
36,53.07,3,North,91.87
13,25.26,6,East,88.18
2,135.05,7,South,158.77
14,57.73,5,North,138.0
28,77.22,7,West,144.66
47,45.39,6,North,138.09
22,29.45,5,South,95.35
18,96.58,1,West,120.51
34,34.83,8,South,96.75
5,62.77,3,North,98.1
14,65.19,3,West,84.02
3,56.24,5,North,103.18
32,39.89,6,North,116.4
27,51.43,2,West,73.88
35,37.34,5,South,78.55
38,75.47,10,East,140.97
24,68.62,6,South,114.2
53,54.13,7,East,131.15
56,43.5,7,South,111.16
7,126.84,4,South,160.68
56,32.43,2,South,66.8
12,29.43,8,East,94.9
15,52.84,4,South,98.92
32,49.24,8,North,139.59
2,84.69,6,North,142.28
22,70.7,3,North,123.35
12,55.25,4,East,103.36
29,66.7,8,South,120.48
49,66.21,2,North,119.68
56,126.65,1,South,142.75
13,60.42,5,East,111.4
33,41.58,6,East,98.91
29,59.11,4,North,102.79
25,19.15,4,South,58.21
38,53.89,4,West,104.73
60,84.54,4,West,120.0
25,69.47,9,North,160.9
4,61.52,3,South,89.28
55,70.79,3,East,102.63
56,84.89,5,North,128.84
20,96.55,3,North,145.59
31,65.3,10,South,142.6
52,48.11,3,East,102.23
31,21.64,6,East,85.54
29,80.74,8,South,115.27
56,67.09,2,West,105.79
50,58.04,7,North,146.16
31,41.46,2,West,64.41
10,80.32,10,East,153.92
27,49.26,8,East,118.36
41,53.85,6,East,117.41
17,53.39,2,West,85.29
33,65.36,6,South,123.45
40,34.49,9,East,124.65
6,68.38,7,East,107.58
35,40.92,3,North,82.44
45,41.5,3,North,110.61
13,77.8,5,North,136.14
33,36.67,4,East,90.02
43,77.74,4,North,158.82
3,56.86,7,South,123.47
39,28.24,6,East,99.03
16,94.23,2,East,117.12
24,61.81,1,West,86.19
39,63.92,5,East,112.23
1,81.69,8,South,133.24
2,99.45,9,West,153.78
27,59.17,4,West,118.23
57,69.89,8,South,137.77
1,63.34,2,South,81.51
48,47.6,3,South,90.88
5,28.98,5,North,95.94
30,59.5,7,West,97.91
26,94.78,5,South,160.47
29,68.95,5,West,123.36
5,35.62,4,North,73.82
46,84.69,4,South,117.77
17,48.24,4,East,80.28
47,23.65,6,North,110.02
40,82.04,4,North,154.72
34,37.41,4,North,106.3
19,111.31,9,East,196.43
40,86.41,4,North,154.67
60,49.84,6,East,98.69
56,65.61,7,South,115.52
55,143.96,4,North,200.32
14,81.45,5,East,111.36
36,60.06,4,South,94.86
24,173.41,9,South,256.48
59,57.23,3,South,107.98
58,68.9,6,West,88.43
53,37.54,3,North,81.98
10,27.94,7,North,94.46
20,48.66,5,North,98.71
43,55.44,4,South,112.12
45,62.28,6,East,106.0
22,30.94,4,East,84.25
9,71.11,4,East,108.5
9,39.17,4,North,108.55
42,69.65,7,East,128.05
28,79.36,5,East,114.25
30,46.61,6,North,121.29
49,37.13,6,West,79.5
2,101.24,5,North,155.47
46,77.41,5,North,132.55
17,58.02,7,North,139.8
56,98.24,3,South,138.38
58,56.45,3,West,95.76
31,42.6,4,North,79.24
19,36.57,5,North,113.77
14,52.29,6,East,111.33
11,74.34,4,South,117.05
60,95.19,4,West,127.19
12,55.11,5,East,99.4
27,88.7,6,East,143.78
29,50.11,7,South,113.7
41,39.94,4,East,81.36
51,32.38,4,North,91.36
34,44.59,7,East,117.22
46,32.87,5,North,93.53
35,121.97,4,South,163.8
27,65.09,8,South,170.79
10,52.55,9,West,113.88
13,108.72,3,East,154.22
26,32.43,3,South,104.36
3,51.68,2,East,93.8
19,121.49,7,East,198.36
28,51.54,7,North,138.9
29,145.29,2,South,164.11
49,74.76,7,West,146.19
59,92.05,3,South,121.63
44,93.13,4,East,170.27
5,54.63,5,East,107.3
25,44.91,6,North,99.33
44,52.13,7,North,134.13
36,36.79,4,West,88.56
28,53.18,1,East,79.24
27,54.5,8,North,146.95
25,107.31,3,East,139.97
35,69.22,4,East,127.67
11,140.48,6,North,183.62
32,23.02,2,East,75.8
13,33.55,4,West,67.82
41,47.36,4,East,95.27
52,99.19,6,North,148.17
31,52.26,3,West,88.77
24,30.35,3,East,69.19
57,49.5,6,South,101.41
40,33.82,5,South,73.35
26,31.27,4,West,78.74
2,121.45,4,South,148.73
1,47.43,6,North,110.37
14,58.51,7,South,106.34
15,52.61,4,South,90.39
44,49.37,7,North,127.28
31,39.01,2,South,83.14
60,48.22,7,North,122.03
33,62.48,4,South,95.65
55,96.3,6,North,166.93
34,79.76,3,East,110.87
22,33.53,4,North,86.4
43,81.08,3,West,132.38
27,66.03,4,West,94.42
17,42.53,1,North,81.17
29,58.72,4,East,111.6
40,68.64,4,West,102.51
23,55.64,6,East,124.27
43,66.16,5,South,109.15
59,38.66,4,North,102.43
25,121.16,8,East,185.53
18,25.24,3,North,94.91
25,68.8,2,North,129.24
51,63.23,2,North,105.34
11,70.61,7,North,141.99
59,41.13,4,East,86.7
25,87.15,5,West,122.77
51,52.29,6,West,115.32
48,33.97,4,West,87.42
48,35.24,5,South,80.72
55,57.39,5,North,133.01
12,28.83,5,North,73.44
36,112.19,2,East,157.72
6,83.06,7,East,145.03
18,113.38,5,East,156.94
3,108.7,6,East,148.22
41,47.43,1,East,83.44
37,38.56,5,East,92.9
45,18.71,6,East,101.98
11,46.41,3,East,100.05
20,110.64,8,East,178.8
41,39.21,2,South,81.99
50,50.2,7,East,121.5
54,43.74,7,West,108.95
5,63.43,6,North,118.76
25,91.33,7,North,154.89
1,29.5,4,North,103.16
50,31.85,1,South,91.62
8,98.95,8,East,176.65
50,73.2,4,West,133.6
10,49.22,3,South,73.53
1,108.08,9,East,137.54
53,31.63,3,West,64.91
27,79.24,4,North,126.15
26,53.13,2,South,92.64
39,69.59,6,East,122.56
17,21.01,2,North,77.64
42,49.19,7,West,126.75
26,73.31,7,East,118.7
17,53.23,6,South,94.11
24,90.21,5,West,119.9
1,89.01,6,East,100.42
19,37.21,4,East,95.97
36,75.91,9,East,142.65
9,36.71,6,East,95.17
8,55.79,8,West,94.79
40,70.98,3,South,99.59
26,39.09,3,North,94.5
9,74.8,5,South,113.04
45,44.61,8,East,118.82
47,43.28,5,East,103.41
3,72.43,8,South,134.29
13,39.08,5,West,86.85
23,38.29,5,West,85.63
44,82.8,8,South,148.82
5,57.02,4,North,105.48
49,30.52,12,West,124.07
20,76.88,1,South,93.2
8,46.4,4,East,102.12
52,31.15,9,West,107.7
6,20.03,8,East,86.8
8,78.36,3,North,105.45
57,38.71,7,East,97.93
32,33.2,7,East,90.84
28,70.51,4,West,112.28
42,75.36,7,South,140.88
38,39.85,8,West,100.8
37,78.65,6,West,119.56
2,124.21,7,North,179.75
34,93.57,5,North,171.66
17,87.92,3,South,115.02
49,61.91,8,North,149.55
31,45.72,1,East,79.46
8,53.39,7,North,113.75
54,65.12,4,South,108.47
18,33.02,1,South,76.63
17,40.13,6,West,86.32
57,30.84,5,East,97.78
47,59.98,7,East,129.27
52,56.44,4,West,105.24
40,42.05,6,East,93.7
55,75.81,3,North,134.82
7,35.95,3,West,67.72
36,41.43,11,West,119.9
18,74.61,2,West,84.94
24,79.16,10,South,187.59
15,39.71,6,North,119.99
13,59.91,9,South,138.1
27,39.98,3,East,102.75
56,50.45,6,West,122.87
39,57.83,6,North,125.15
21,68.32,4,South,121.2
27,61.99,9,North,144.71
32,60.9,6,West,107.74
15,35.47,7,South,96.26
32,63.77,4,North,111.02
42,68.06,4,East,142.02
15,71.92,5,West,108.8
36,40.94,6,West,93.88
43,78.75,7,South,150.22
32,32.24,9,North,123.33
18,45.96,4,North,100.26
34,48.9,1,West,67.95
48,32.95,6,North,117.21
14,48.6,7,East,101.0
35,59.66,3,South,92.24
41,26.3,7,North,105.61
20,46.62,3,North,99.96
24,27.13,9,West,103.14
54,123.55,4,North,171.16
22,59.44,4,East,102.84
36,57.42,4,West,108.88
9,59.91,4,West,95.72
56,69.53,4,South,125.34
36,80.74,5,South,128.99
46,29.21,2,East,79.15
37,92.21,2,East,120.2
22,89.87,5,North,151.7
21,53.17,5,North,129.91
43,52.07,7,North,133.99
52,15.78,10,North,129.63
8,33.2,5,East,77.98
51,67.19,5,North,133.32
50,88.26,5,East,156.74
7,73.08,14,North,155.7
7,52.97,1,North,96.75
42,117.96,8,South,186.65
51,81.62,8,North,167.36
24,46.64,5,West,75.39
39,130.69,8,North,200.77
60,35.22,2,South,82.63
20,30.3,3,East,80.26
14,46.13,9,West,104.52
60,40.31,1,West,71.49
17,47.18,3,South,77.9
29,75.13,4,North,129.74
27,53.86,5,East,144.89
32,54.42,5,North,116.24
17,55.9,5,North,84.48
41,21.65,5,North,85.98
42,29.78,3,East,59.12
13,46.8,7,East,99.2
29,38.97,5,East,94.08
4,49.76,6,South,78.71
14,95.74,4,North,165.96
60,53.0,3,West,86.44
31,32.17,4,North,101.94
38,39.76,4,West,71.73
54,108.23,2,South,132.92
43,100.79,2,North,146.07
48,69.29,6,North,133.25
43,29.22,9,North,131.61
30,61.73,6,North,127.36
38,63.66,5,North,124.58
18,55.16,5,North,133.21
54,43.47,3,East,106.93
11,47.23,7,North,136.58
54,42.27,6,West,116.29
53,34.53,4,East,83.75
9,94.29,5,North,151.19
43,77.71,10,North,168.91
60,48.72,4,East,110.37
35,62.86,3,North,140.01
21,63.81,3,South,110.7
53,139.37,7,West,209.68
31,77.4,6,East,129.9
8,76.24,6,North,131.65
15,55.43,7,East,129.67
41,45.89,7,West,112.35
28,94.92,2,North,121.88
14,70.87,7,South,146.63
48,39.18,6,East,102.34
8,65.47,6,South,100.09
14,76.32,6,North,132.16
28,23.61,5,North,97.07
3,37.75,7,East,89.15
24,63.12,6,North,149.36
55,25.29,5,East,95.66
57,26.94,4,West,67.96
53,49.0,10,West,121.92
20,66.46,7,East,159.72
4,67.7,1,North,97.13
49,102.82,4,North,177.13
23,56.42,9,East,146.45
45,47.04,3,North,115.74
8,32.36,8,East,86.41
41,46.81,5,South,97.97
36,72.46,5,South,131.85
56,73.78,6,North,130.99
7,60.69,5,West,90.31
25,67.96,5,West,114.23
60,90.97,6,East,142.61
24,56.27,2,South,75.22
40,94.34,5,East,161.05
10,40.83,7,East,103.79
44,53.02,3,East,126.19
17,45.05,4,South,95.21
35,74.97,3,West,113.86
53,36.39,7,West,97.44
40,48.0,4,North,106.0
29,25.95,6,South,106.81
12,69.25,4,North,128.35
21,89.9,5,East,144.23
51,78.59,7,South,149.31
13,75.57,6,East,135.07
40,76.38,6,North,146.88
30,72.23,7,North,148.7
20,69.81,6,East,121.46
43,71.63,5,South,127.19
22,42.0,5,South,96.86
18,50.4,5,South,66.87
32,56.15,1,North,91.62
46,47.74,1,North,111.48
52,29.18,6,West,76.7
38,33.31,7,North,128.27
40,59.86,5,East,109.36
48,78.44,6,North,165.32
17,54.8,3,North,105.34
16,165.0,5,North,219.12
30,37.79,2,South,89.43
38,65.23,3,West,91.97
39,91.51,4,East,152.47
10,83.62,8,South,138.78
47,70.95,6,North,158.27
22,83.77,6,South,123.77
53,55.82,3,West,101.52
44,106.18,4,North,161.13
59,91.22,5,North,152.48
38,38.83,5,East,105.94
32,62.09,4,North,107.99
12,29.4,7,South,85.95
24,100.36,7,North,191.73
52,59.72,5,North,129.87
23,93.64,4,North,150.44
4,52.26,2,North,105.64
15,25.98,6,South,77.42
36,156.8,5,North,223.79
38,57.54,5,West,109.81
60,36.6,4,South,103.73
57,86.34,3,North,149.54
32,123.27,7,North,200.96
34,50.35,10,South,116.43
49,52.47,5,North,121.41
3,60.05,10,East,153.22
36,35.01,5,West,106.62
29,41.42,5,North,106.18
47,111.36,6,North,182.84
49,51.79,2,East,75.78
40,39.06,3,South,91.08
40,45.57,5,South,87.91
42,83.86,6,North,154.86
35,24.77,5,East,96.95
14,60.45,2,North,98.65
18,146.19,7,South,199.95
45,123.03,3,East,177.04
38,68.67,4,West,124.64
15,92.44,2,West,106.37
53,92.09,7,East,146.23
59,51.92,7,West,110.35
38,79.04,7,West,129.64
14,111.66,8,North,166.8
57,32.93,11,East,142.06
15,68.76,5,West,92.4
26,63.09,7,West,124.15
52,56.9,3,South,100.29
32,54.92,9,North,134.86
15,59.9,8,South,123.49
5,61.94,2,West,87.05
22,85.41,8,East,160.1
41,66.06,6,East,120.43
43,50.85,5,North,131.66
14,39.02,3,South,72.25
10,45.2,8,East,120.11
43,60.61,7,South,130.47
10,41.16,6,South,94.17
4,79.71,3,North,114.47
30,64.85,10,East,147.54
35,86.26,5,West,128.17
15,42.29,5,South,82.92
13,39.16,8,South,128.23
15,86.01,10,North,175.94
21,57.51,4,North,109.42
1,50.35,9,West,111.47
1,72.2,7,West,129.18
23,71.14,2,East,101.32
2,33.04,2,South,61.43
20,95.0,6,South,149.12
35,46.33,2,South,59.46
2,107.77,5,East,128.67
38,32.03,3,East,73.25
38,61.99,3,South,95.93
35,50.69,2,North,90.93
38,24.78,3,North,82.22
49,71.04,2,West,111.01
5,25.29,3,West,40.14
11,48.59,5,West,100.82
20,84.92,5,South,145.55
42,44.17,4,South,90.88
53,38.03,4,East,91.64
56,75.2,11,South,173.24
35,49.41,3,North,96.28
25,46.43,4,East,81.77
25,90.92,5,East,124.85
4,34.23,9,West,93.69
28,45.43,3,North,91.7
31,77.21,4,South,89.28
13,33.36,5,West,93.95
47,111.07,5,North,200.73
49,50.06,2,South,80.03
19,77.46,1,East,137.73
55,77.4,3,North,133.06
7,51.37,3,West,86.37
55,45.08,8,East,129.09
47,53.67,7,North,133.53
14,72.61,5,South,104.6
40,36.8,2,East,81.02
19,33.74,4,East,66.81
48,98.86,3,East,119.23
10,40.69,6,North,93.4
15,62.91,4,West,103.18
19,50.36,5,South,100.01
12,51.26,6,East,95.66
20,96.75,4,East,148.91
37,52.77,6,North,135.46
38,47.34,5,West,84.17
34,49.01,7,West,102.53
12,44.64,8,North,123.55
13,41.76,2,North,83.67
56,44.71,4,South,79.04
16,106.2,3,South,139.18
7,72.57,7,East,125.81
28,47.56,5,East,106.97
1,80.86,4,East,90.61
21,28.94,4,North,100.83
52,94.66,5,East,151.76
17,91.66,5,South,149.21
43,133.56,3,North,190.11
30,81.83,4,North,155.77
22,65.03,7,South,127.66
40,91.51,7,North,152.1
36,42.51,2,East,95.15
20,46.61,2,South,76.22
14,53.21,4,North,113.61
56,94.4,5,North,149.53
11,38.77,6,South,94.35
58,37.16,2,South,58.21
29,60.02,4,East,124.35
60,72.75,5,East,130.42
22,41.21,5,South,102.79
34,71.39,4,East,111.09
37,94.38,2,East,130.14
21,88.25,2,North,139.86
14,62.89,7,East,130.62
32,52.65,7,East,127.02
40,109.32,6,East,160.75
16,54.94,9,West,120.41
47,79.53,1,North,118.08
39,119.5,5,South,148.38
10,76.26,3,South,96.56
57,36.64,2,North,84.85
3,33.26,5,North,80.68
40,48.47,5,East,107.02
27,72.52,2,West,105.34
40,65.23,6,North,138.63
47,132.0,3,North,175.96
42,64.98,6,East,138.84
40,47.9,5,North,103.86
51,34.7,9,South,105.21
43,87.55,6,West,126.35
49,54.47,3,East,107.07
25,29.89,7,South,103.77
13,55.09,8,North,137.82
15,36.66,6,East,116.77
37,46.05,3,South,79.98
32,54.73,4,South,102.93
5,38.01,3,North,87.46
13,44.92,4,North,96.01
59,40.54,5,East,107.68
44,40.98,6,East,117.42
46,36.48,6,South,106.81
12,45.01,4,West,98.2
4,38.17,8,South,115.32
18,69.04,2,North,119.76
52,59.16,6,West,105.25
31,88.05,3,West,160.46
48,116.13,6,West,151.18
30,71.59,4,East,121.46
30,65.36,4,West,117.35
37,73.42,7,North,155.76
58,65.8,5,North,136.28
27,55.71,3,East,107.51
36,53.96,3,West,100.3
56,36.28,4,West,67.68
23,76.37,4,South,131.0
51,53.92,8,South,127.8
33,97.5,4,East,155.21
53,78.73,5,North,145.64
29,42.5,5,North,99.82
38,89.9,8,South,165.52
20,19.6,5,East,62.63
39,118.17,9,South,195.79
20,31.96,3,North,117.94
37,66.56,4,East,110.9
48,64.78,6,North,127.48
27,85.58,2,South,120.34
26,47.87,2,South,80.26
20,23.15,6,North,101.27
44,47.9,5,West,89.6
36,50.02,5,East,95.92
31,24.05,3,East,39.01
2,55.6,4,West,66.73
7,35.5,6,North,100.37
1,70.78,4,North,124.66
52,49.48,1,North,101.52
52,119.63,4,West,163.7
5,49.28,4,East,95.78
3,64.86,3,South,80.82
47,50.14,10,North,125.75
32,28.52,7,West,89.72
19,50.31,5,West,76.02
37,73.8,2,South,109.75
15,69.46,4,West,101.88
12,48.55,4,East,116.14
23,30.49,9,South,124.47
54,70.65,5,North,143.56
47,64.57,8,North,143.22
12,76.51,8,South,118.83
34,48.93,4,South,121.72
54,27.83,3,East,75.63
58,67.59,5,East,129.41
46,54.4,2,South,80.62
8,95.27,5,West,147.27
15,55.23,6,North,111.53
14,53.61,4,East,93.5
10,64.52,4,South,104.56
11,43.0,4,West,88.36
19,42.18,5,South,88.93
34,52.5,4,East,106.17
24,37.78,6,South,91.27
26,49.82,6,West,103.93
15,118.61,6,East,175.84
10,82.85,4,East,139.47
60,61.76,3,South,104.17
36,101.56,6,North,157.36
14,39.25,3,West,89.73
49,147.85,6,East,211.81
50,45.41,5,East,110.24
59,121.7,3,North,193.63
10,121.48,4,South,170.18
39,27.08,3,West,54.09
59,98.18,7,West,152.49
49,48.74,7,South,98.29
14,43.5,5,West,84.72
54,67.35,6,South,129.05
26,36.48,2,North,68.02
30,66.74,4,East,116.83
34,37.48,6,South,93.21
47,58.61,7,North,152.14
8,93.14,3,North,153.32
33,63.73,3,North,133.32
50,47.28,4,East,97.92
33,67.8,8,West,143.14
17,31.11,3,West,59.75
4,39.03,4,East,67.09
33,45.97,9,South,114.84
43,74.79,6,South,145.74
33,64.22,3,South,126.0
59,67.63,3,South,106.73
37,54.0,3,West,98.93
31,39.84,2,West,64.78
4,99.01,6,South,148.76
34,41.3,6,North,98.22
11,64.56,4,North,129.98
44,52.2,6,East,131.97
10,68.39,2,North,98.98
55,42.85,7,South,126.51
19,83.19,7,South,105.73
27,94.76,5,East,145.7
9,81.17,10,South,161.38
13,58.15,5,North,116.45
56,45.88,6,North,100.83
18,168.82,2,South,190.55
31,36.72,2,East,69.54
59,77.67,5,West,140.16
38,62.37,6,East,105.4
3,53.25,4,West,79.08
22,58.8,8,North,125.29
24,44.52,4,North,109.38
17,64.77,2,East,85.57
15,61.97,4,North,114.95
31,159.34,6,West,196.84
23,83.79,5,West,122.16
18,67.11,6,East,127.33
25,68.73,7,South,141.91
21,113.96,4,South,154.89
14,37.03,3,North,85.85
28,50.75,6,North,140.28
57,25.46,6,South,78.07
31,68.27,7,South,139.39
36,76.65,5,South,124.39
60,36.66,6,South,124.68
37,96.93,5,West,131.68
14,40.95,5,South,75.74
24,47.61,11,North,151.68
30,57.27,3,East,101.02
29,103.3,5,North,169.29
9,38.73,2,East,69.22
7,61.34,3,West,82.68
21,74.44,7,South,151.92
55,68.54,2,South,118.99
44,69.56,3,East,115.22
51,74.04,4,North,133.59
11,43.73,10,North,134.73
25,107.24,4,West,150.21
35,52.22,4,South,80.21
27,49.52,5,North,135.27
26,93.6,7,North,181.32
22,42.43,6,East,102.93
4,62.06,6,East,101.35
52,40.89,8,North,114.04
56,149.56,7,South,212.38
5,137.48,7,West,197.14
25,52.24,4,East,74.56
32,67.22,4,West,107.92
48,54.71,4,East,86.59
60,47.49,5,North,111.29
25,57.27,4,North,114.44
45,53.72,5,East,129.15
57,29.72,5,East,93.02
50,60.66,6,West,124.07
18,53.68,4,East,95.29
50,61.86,3,West,100.92
25,52.93,3,South,97.01
2,47.27,5,East,112.86
46,77.48,6,North,148.33
51,67.58,4,North,131.77
21,95.43,3,North,159.47
28,66.55,7,North,137.71
22,50.45,7,South,96.61
8,69.87,3,South,92.37
60,24.72,6,East,100.07
2,126.66,9,North,190.5
34,60.93,5,West,110.81
1,130.81,7,West,158.95
42,38.56,5,West,87.0
55,34.92,2,West,52.75
39,63.2,7,West,131.46
37,63.12,7,South,136.08
50,62.51,6,West,135.32
59,58.81,4,North,108.23
52,42.47,4,South,115.35
14,30.14,5,North,88.15
34,61.15,2,East,76.84
50,32.69,7,West,109.15
18,31.48,3,East,89.36
41,46.89,2,South,77.71
2,64.86,5,West,82.07
53,120.92,6,North,156.14
37,80.78,6,West,116.05
45,96.86,5,North,150.84
50,70.91,3,South,119.7
14,63.23,6,North,132.54
28,148.76,2,South,176.87
52,32.16,5,South,82.5
10,46.28,9,West,108.06
50,47.75,5,East,115.48
18,78.06,3,West,114.31
35,36.91,2,North,92.85
31,74.1,4,South,131.86
42,68.85,5,North,121.35
51,75.59,2,North,110.97
21,75.05,8,North,167.02
11,101.02,6,South,139.42
26,53.53,5,South,103.7
37,67.5,7,East,127.68
46,40.67,8,North,121.76
46,37.12,4,East,83.48
21,110.6,2,East,162.01
57,39.45,6,East,106.73
5,70.56,5,North,126.46
8,67.52,9,North,127.81
2,87.36,7,South,122.17
56,28.13,8,North,107.6
11,77.98,7,West,130.81
37,53.35,2,West,74.75
49,42.95,5,North,118.45
47,49.39,4,South,77.23
57,82.66,6,West,121.84
4,73.15,8,North,123.24
25,51.87,6,South,110.97
31,34.62,2,North,74.09
42,35.61,5,West,83.3
38,73.79,7,South,119.52
34,32.75,2,East,56.15
19,52.08,4,North,101.85
7,159.56,5,North,222.57
26,65.62,9,East,128.94
16,73.47,4,East,114.38
34,35.72,4,West,84.82
48,33.42,5,South,90.59
34,75.06,6,North,137.31
35,48.77,8,East,113.15
3,87.31,9,East,149.7
39,57.82,4,North,132.84
27,226.45,5,East,262.41
8,45.2,5,East,95.46
13,63.79,5,South,106.79
47,39.74,3,East,106.23
56,85.87,6,North,144.0
31,67.78,5,North,147.51
59,38.69,5,West,75.57
11,50.05,11,North,140.46
18,98.37,6,South,161.36
56,93.75,5,South,153.77
11,32.27,4,South,56.01
40,47.16,6,South,107.55
14,117.75,3,East,162.81
20,53.15,5,West,105.23
29,61.15,5,South,99.82
22,85.69,8,South,149.27
53,33.35,4,East,93.41
59,39.02,6,North,112.0
31,49.92,3,East,82.72
32,92.01,8,East,166.21
4,85.45,6,South,149.49
15,75.79,3,South,108.78
3,53.75,2,South,51.89
52,89.28,4,North,132.99
14,53.46,6,North,131.6
21,71.61,4,North,135.44
51,81.84,5,West,132.15
43,112.03,4,South,159.97
38,55.56,5,East,133.87
3,49.15,3,North,96.95
34,95.4,4,North,150.59
34,98.37,7,South,157.06
20,45.73,4,North,110.97
45,36.52,4,West,56.3
56,92.54,7,East,184.08
16,29.47,6,East,86.58
20,28.87,5,East,74.11
20,51.04,2,East,88.42
51,56.88,11,South,139.24
5,35.73,12,North,156.96
54,59.67,3,East,106.3
47,60.74,1,West,88.51
30,45.05,5,South,108.52
36,123.15,5,East,167.91
54,64.84,4,North,125.48
47,85.75,5,East,144.68
17,30.49,2,South,69.62
4,30.39,5,East,61.65
40,65.63,3,North,112.13
9,114.66,3,West,99.15
6,36.45,3,South,58.18
59,57.82,4,South,107.38
29,33.31,1,North,92.25
40,40.96,9,West,122.93
14,58.98,6,North,115.55
7,44.83,6,South,86.87
4,32.39,6,North,103.56
22,32.1,7,East,99.17
1,25.68,7,North,87.92
26,66.06,3,East,127.3
20,69.34,2,East,114.75
32,69.2,7,East,126.73
36,37.95,5,North,101.42
19,81.64,3,North,152.02
28,72.44,10,East,163.66
5,54.76,4,South,102.32
19,51.28,5,South,87.63
59,42.11,6,North,123.83
60,58.96,3,North,122.98
30,104.26,4,South,161.72
57,86.07,3,South,139.95
31,49.28,8,South,116.7
8,67.72,5,South,111.13
53,35.14,4,South,82.15
25,73.11,4,West,121.9
